essay_id,full_text,score
018985d,"Identifying Human Emotions

Imagine being able to figure out exactly how anyone in this world are feeling with just a computer. Now software has developed that could help you do just that. The Fcial Action Coding System has applications that will be extraordinary to modern day technology.

Dr. Huang and Dr. Eckman created the the FACS. All which have six emotions-happiness, surprise, anger, disgust, fear, and sadness. These are emotions that are used on a daily basis around the world so they are pretty basic. Video imagery is used that tracks one's facial movements. Therefore it can identify mixed emotions. The video imagery compares each expression with a neutral face in order to figure your emotions.

Imagine being at school on your classroom computer learning something boring, and all of a sudden the topic becomes fun. Dr. Huang predicts that your classroom computer could recognize when a student is confused or bored. It would be useful to many students in order to make and help them learn better. This same technology could make identifying emotions much easier. The boring lesson for you would modify. This way the computer will know to keep giving you boring lessons or fun ones.

Facial muscles are obviously an important item in this. If the technology could not identify the way your facial muscles move, then the technology would not work. Not only do your muscles express emotion, but they also help produce them. The article states that a renowned drama coach, Constantin Stanislavsky, had his actors carefully reproduce smiling and frowning as a way of creating these emotions on stage. This clearly would help the actors express themselves better, thanks to our face muscles. People may not notice, but we imitate other people's facial expressions with empathy.

Who would have thought that sience and technology could be involved with a big feature of who we are. Sometimes being able to figure how someone is feeling. At times we may even have to bug them in order to figure the emotion. Now with the new technology of FACS, this task will be easier. Even for students in a classroom, this will be valuable.               ",3
018fbeb,"Driverless cars are not an good idea, it would be absolutely insane.

To begin, I strongly disagree with driveless cars, because people love to be in control. For an example, a marriage relationship the husbad and the wife both think their in control or want to be.. Do you actully think that people will let go of their saftey for a car that drives on its own? Can the American citizen trust a car that on its own?

Also if the car can drive on its own what the point of a person getting their lisense. Or what about an whole sport create from driving Nascar. This would be an perfect upset for a roit. You have owners of the driving sports losing money for an driveless car that is not really safe. For an example, think about tapes and cds how they drop in production. Since poeple have ipods mp3s,itunes, and phones their no need to keep making production for music. So to bring back the driveless car could evn make the economy at drop.

To carry forward, is the nation ready for the change, theirs a prieod of time with everything. Are we sure that us humans are not jumping into things to fast.

For an example, the Model -T the nation rode on horses very long time before Ford became the new era. even with the horse they did revole many they had the invention on the light bug with the horse carriage. Putting out the driveless car can really hurt the nation maybe we should all just think about what we all are doing and see if we really do need the change.             ",2
018ff85,"Driverless cars are the future! ""Google has had cars that could drive idependently since 2009. Thier cars have driven more than half a million miles without a crash, but so far , Google cars aern't truly driverless; they still alert the driver to take over when dealing with complicated traffic issues.'' Driverless cars have been around for a while now; even though they are not fully developed they are becoming more and more relavent and it's time to imbrace that. Imbrace that they may even help prevent any sort of crash in the future. While also getting people to thier destinations fast and saftely.

There are still problems to face even in the light of things. For example.

""Most driving laws focus on keeping drivier, passengers, and pedestrians safe, and lawmakers know that safety is best achieved with alert drivers. Presently, traffic laws are written with the assumption that the only safe car has a human driver in control at all times. As a result, in most states t is illegal even to test computer driven cars."" There are still many strides to take in acheving driverless cars on rode but as soon has those obsticles are tackled everyone will be much happier. With saftey has the main concern the laws that will be made for these driverless cars will insure that the utmost care and concern for health take precident. As soon

has the laws have been made the states wil also be more open the idea of a drverless car on thier streets.

Has stated earlier there are still a few problems with the idea of driverless cars but they are really close to frution. Possibly even on the cusp on perfection. ""In fact, none of the cars developed so far are completly driverless. They can steer, accelerate, and brake themselves, but all are designed to notify the driver when the rode ahead requires human skills, such as navigating through work zones and around accidents. This means the human driver must remain alert and be ready to take over when the situation requires.""

All of that simply means driverless cars are not 100 percent driverless but they very very close. If they can steer, accelerate, and brake themselves thats half the battle and the rest will follow in suite with time.

""Google's modified Toyota Prius uses postion-estimating sensors on the left rear wheel, a rotatng sensor on the roof, a video camera mountedd near the rearview mirrior, four automotive radar sensors, a GPS reciver, and an inertial motion sensor. The most impportant bit of technology in this system is the spinn sensor on the roof. Dubbed LIDAR, it uses laser beams to form a constanctly uppdating 3-D model of the car's surrondings."" The technology is there for the drverless cars to start becoming a real prossiblity in the near future. They may even fully take over and allow for a much more easy going experinces while driving. And also allow for beyond human level control of the ride.

"" Telsa has prjected a 2016 release for a car capable of driving on the autopilot 90 percent of the time. Mercedes-Benz, Audi, and Nissan plam to have cars that can drive themselves by 2020. The rode to the truly autonomous car stretches on ahead of us. but we grow closer to the destination everyday."" Fully driverless cars really are in the near future. There are small little pushes that still must be made but right around the corner of those is a paradise of safe relaxing transportation for all to use. With driverless cars the future will be a bright one. And saftey while driving will no longer be a concern. ",4
019b862,"The pursuit of the dangers includethings such as gravity,temperature,air pressure. The gravity because of in paragraph 5 the author made an example to a vehicle probably a space rover hovering above the surface. The text states that ""Just like jet airlplanes travel at a higher altitude to fly over many storms,a vehicle hovering over venus would avoid the unfriendly ground conditions but staying up and out of there way"". Bascaily saying that the vehicle would have hard time to stay on the ground. The temperature would be as The text states in paragraph 5 ""around 170 degrees fahrenheit"". Temperatures would be scoiling hot. Air pressure would be another danger because you can only take so much pressure before you got to back to the surface. As the text states it once again in paragraph 5 "" would be close to sea level "". I do agree with the author as he says in the text ""Not easy conditions,but survivable for humans. There has been some movies about living on harsh conditions where astronauts had to live on planets with harsh conditions. So I do understand where the author is coming from that it could be possible if earth does die off and we are stuck to move to venus. In conclusion we are humans we have been everything from adam and eve to hilter taking over germany and forming the once all-mighty nazis to people getting mass murders in chicago to trump bulidng a wall. If humans been to that I think we can survive living on venus.",2
019e2c4,"Have you ever thought about what the world would be without cars? You're probably telling yourself how would I get from my house to the stores. Maybe you should try walking because cars tend to cause damage to our environment. We the people should try limiting driving because if we do we won't have pollution,we wouldn't have to deal with smog,and even better protect our environment. Greenhouse gas has reduced since automobiles were limited in the suburbs.

Limiting cars could have a great impact on reducing air pollution. Countries such as China are known as one of the most polluted countries due to th amount of gas it uses. A businessman Carlos Arturo said ""It's a good opportunity to take away stress and lower air pollution,""this identifies that people actually care about pollution. Pollution can also be bad for us humans because not only does it affect our breathing but it can also led to death due to the types of chemicals that we take in. Paris is a city who has dealt with smog and took care of the situation really quickly.

Smog is a major factor why people all around the world are either limiting driving or even banning cars with in the region. An example of that would be Paris who had were near a record day setting of pure smog. The effect of this led Paris to enforce a partial driving ban to clear air of the global city. Motorist were ordered to leave their cars at home or suffer the consequences by getting fined 22-euros. This difference led to a congestion which went down to about 60 percent in the capital of France. Animals have suffered the most since cars started to evolve or became more useful.

The environment in which we live in has suffered consequences as well. Organizations such as the Environmental Protection Agency are stepping in to help out within the community. They started to propmote car reducing due to the 80 percent of approprations by law have gone to highways and the rest towards other transportations.

Now you see why we should start walking instead of driving because its good for our health but the main reason is that it limits driving. It also reuces pollution as well as smog, and keeps the environment clean. Are you willing to sacrifice your driving addiction for the sake of human kind and our animals.            ",3
019e8c3,"Driverless cars could be the car of the future.

Many companies like GM and Google are working to create the driverless car.

They are working on improving the models that were already created, but these new care could lead to bad events.

Because of the lack of human attention, computer errors, and new liability questions driverless cars should not be developed.

Sitting in the driver's seat of a driverless car, may cause more issues than benefits.

According to the article, ""the human driver must remain alert and be ready to take over when the situation requires.""

In order to drive. the human can not be distracted by phones or food, but with the idea of being in a driverless car, the human will be.

In self-driver cars, people are distracted by their phones, even though they must pay attention to road.

The distracions will be more dangerous in driverless cars because as the article states, ""none of the cars developed so far are completely driverless. When people enter the new cars, they will believe that they do not have to pay attention because the car is driverless.

When the car malfunctions, the person is the car would be so distracted that even with devices to get the driver's attention, he or she would not be able to react quickly enough.

The extreme lack of attention would cause accidents, injuries, and deaths.

Driverless cars are run by sensors, hardware, and software.

In many cases, these items are known to crash or suddenly stop working.

A computer crashing can lead to bad events and having that computer crash while driving a car would make the events twice as worse.

The brakes may stop working, the car might steer itself off the road, or it could even steer into another car.

If humans have no control over the car, they can not try to steer the car the other way when it crashes.

People would believe they are invincible with the new cars, but techhnology is know to fail.

When technology fails, the driverless car would get into some crash.

With the crash, liabiltiy questions would erupt.

The article states that ""if the technology fails and someone is injured, who is at fault- the driver or the manufacturer?""

The person in the driver seat would want to blame the car and the company that created it.

The car company would want to blame the person for lack of attention.

According the the article, ""new laws will be needed in order to cover liability in case of an accident.""

This creates more trouble for state governments.

Driverless cars seem great innovative with the idea of not having to ever drive again.

Although there is real danger that accompanies driverless cars.

With the thought of the car being invincible, humans will be less alert.

When the system goes down, people would not be able to react in time.

The people who do not react in time would cause accidents and blame the car companies.

Driverless cars would be more trouble than helpful. ",3
01a0d33,"In this article ""Driverless Cars Are Coming,""

the author states negative and positive things about driverless cars. There are many reasons these cars can be positive or negative. The driverless cars would have a more positive effect on the driving world. There are multiple reasons the driverless cars are a good thing for everybody.

The text states, ""Their cars have driven more than half a million miles without a crash."" This evidence from the article shows that these driverless cars are safe. There are multiple crashes a day with regualr human driven cars. With these driverless cars humans would be much safer. The text also states, ""Google cares aren't truly driverless; they still alert the driver..."" This shows that the car is not fully driverless, but this may help to keep the driver alert. This helps whoever is driving stay more alert while on the road.

According to the text, ""For starters, they needed a whole lot of sensors."" This illustrates how the company will add many sensors to the driverless car. They want to make the car as smart as possible. This text shows that they are trying to copy the skill of a human driving a car.

One example from the text is ""They can steer, accelerate, and brake themselves..."" This proves that the driverless cars can do many things. It goes to show how many good qualities the driverless car has. There are many more things about this car that are very helpful when it comes to driving.

Many people may say that driverless cars are a negative thing. All of this evidence from the text clearly states that they are very positive. They may say they are too expensive or that they are not completley driverless. The company is not done constructing these smart cars. They are hoping to become fully driverless. There are very few negative aspects about the driverless car.

There are many positive things about the driverless car. The development of these cars is going to have a positive effect on many people around the world. These cars will help

keep people safe. The world is constantley changing with new technology. This car is just another positive change in the world.           ",3
01a39ed,"Since the beginning of time people have always wanted the next big thing. After watching many movies where cars that don't need drivers are being used, people have wanted to make this a reality. Since 2009 there have been cars that could drive independently under certain conditions (paragraph 2). However, by making these driverless cars legal it makes driving even more dangerous.

In paragraph 7 it states ,"" This means the human driver must remain alert and be ready to take over when the situation requires."" After drivers get use to this car they will be more relaxed and not as alert as usual. It will be easy for drivers to drift off or get distracted. This is because the car is doing most of the work. This could cause many wrecks that could injure not only the driver, but others on the road too.

When driving a driverless car many drivers would not be aware of their surroundings. In paragraph 8 it says , "" Such displays can be turned off instantly when the driver needs to take over - something not available to drivers trying to text with a cell phone. In this way the in-car system is actually a saftey feature."" If drivers are texting while using a Driverless car , then it means they are not paying attention. In an emergency the driver would not have enough time to stop. If a child or animal ran out infront of the car, it would be to late. The driver would not have enough time to react and stop the car. The car would not have enough time to alert the driver.

Another con about a driverless car is who to blame when an accident occurs. Paragraph 9 states ,"" If technology fails and someone is injured, who is at fault- the driver or the manufacturer?"" Many car accidents take place each day, which means the odds of a driverless car getting in an accident are probably pretty likely. If this did occur the driver could blame the manufacture saying that the car didn't alert the driver. The manufactures could blame the driver by saying that any driver of a driverless car must always be alert. This now affects not only the driver, but the manufactures and the other people in the accident.

Driverless cars would make roads even more dangerous and unsafe. They give drivers an excuse to not pay attention to the road and the things around them. This could cause very serious accidents. It is safest if cars remain where drivers are always in control. ",4
01a53e1,"In the article "" The Challenge of Exploring Venus"" the author suggustion that Venus is worth studying has many thoughts in our heads. Is it really worth it? Should we consider it or focus on our planet? Well, the author has many reasons to why we should continue researching it.

A supported reason to the author belief is that it could be a back up plan for us if something were to happen to earth. in the text it says,"" Often referred to as Earth's ""twin,"" Venus is the closest planet to Earth in terms of density and size, and occasionally the closest distance too"" ( paragraph 2). Venus and Earth are very alike, which is a good things. IT would help us humans alot if the popluation kept on growing.

Another reason is it could help us with futuristic things. Better things than what he whave right now. In the article it stated,"" Venus and Earth are very alike, which is a good things. It would help us humans alot if the popluation kept on growing"" ( paragraph 5). We can find and build different tools to help us reach Venus and to study more about what could be our future planet.

While i see the authors mindset on this article, there are many con's to the ""twin"" planet. Its not very survivable land for us to stay and live in. In the text it says,""

Beyond high pressure and heat, Venusian geology and weather present additional impediments like erupting volcanoes, powerful earthquakes, and frequent lightning strikes to porbes seeking to land on its surface. ( paragraph 3). This can cause alot of damage and lots of fear within people if we were to ever live here

The article over had good reasons to back up the authors reasons to why we should continue looking into this planet.

We need to consider the pro's and co's to everything. And i think the author is headins a good way bu wanting another planet for us to live in. ",4
01ad79e,"Honestly, i feel very in the middle of this subject.It indeed would be nice for teachers to know when and what a stdents emotions are but,at the same time that could also be a pesonal thing. school computers should detect sadness,boredum, and or anger.On the other hand, it could be a good thing.What if the kid is very sad all day everyday?The device could send at message to the teacher so that they can talk.this could prevent a suicide and more things in that nature.

The reaon I think this is because like I said before thats not the schools buisness if im sad or happy.I wouldnt mind anyone knowing my emotions,but everyone isint me, people have different opinions and very many peopke wouldnt like that.

So I think id give my honest opinion and go with i dont know evryone isin't the same and were all human and have different opinions,characteristics ect..If it were to be in school computers i'd say you should give out a form for the sudent and or psrent to sign.Nothing like that should just be added.If this is added to school computers it Should be strongly suggested if not approved by parents.   ",2
01ae85f,"Dear State Senator, I am feeling the need to change the Ellectoral College to election by popular votes for the president of the united states. I feel this way for three reasons. The first reason is because over 60% of voters would prefer a direct election to the kind that we have now. The second reason is because under the Electoral college system, voters vote not for president, but for a slate of electors, who in turn elect the president. The last reason is because the most basic level, the Electoral college is unfair to voters.

The first reason why I think that they need to change the Electoral College to election by popular votes,is because over 60% of voters would prefer a direct election to the kind we have now. This year voters can expect another close election in which the popular vote winner could again lose the presidency. And yet, the Electoral College still has it's defenders. That was the first reason why they should change the Electoral College to election by popular votes.

The second reason why I think that they need to change the Electoral College to election by popular votes, is because under the Electoral College system, voters vote not for the president, butr for a slate of electors, who in turn elect the president. So the Electoral College usually wins since the votes go in to the House of Representatives first, which is really unfair to the other people that are doing the election. That was the second reason why they should change the Electoral College to election by popular votes.

The last reason why I think that they need to change the Ellectoral College to election by popular votes, is because at the most basic level, the Electoral College is unfair nto voters. Because of the winner-takes-all system in each state, candidates don't spend time in states they know they have no chance of winning. But it's official: The Electoral College is unfair, outdated, and irrational. The best arrguments in favor of it are mostly asserstions without much basis in reality. That was the last reason why they should change the Electoral College to election by popular votes.

State senator i'm writing you this letter so you can hopefully change the Electoral College to election by popular votes. And the arguments against direct elections are spurious at best. so the only last words that I have to say to you are: Abolish the Electoral College!    ",3
01b55c8,"Fellow Citizens, there are many reasons why limiting car usgage has outstanding oppritunities and advantages.

For an example, If there aren't people out there spending their hard earned money that they worked for, for an expensive car that they are just going to use to get to someplace faster when they could just stop being lazy for once and walk or run, ride bikes, hike, or take a bus, instead of spending money after money to fill a car up to just waste gas, and to fill it up again. Running, riding bikes, hiking, etc. gives you a chance to experience reality. Being outside gives people a chance to see the earths real beauty, and to smell the fresh air. Limiting car usage helps people stay in shape and keeps them healthy if their not just sitting in a car for half a hour when they could be running or walking.

Residents in Vauban, Germany are permitted car ownership, but there are only two places to park : large garages at the edge of the development, where a car-owner buys a space, for $40,000, along with a home. About 70 percent of Vauban's families do not iwn cars, an about 57 percent sold a car to move there. Having a car makes peoples tense, and being in a place where there isnt alot of car usgae makes people much happier. People who live in places where cars arent used as oftn as other states, those towns place stores in walking distance, on a main street, rather than in malls along some distant highway.

An amazing advantage that people can can from limiting the usage of cars is less drunk drivers, or even none. If there's less drunk drivers, there's less car crashes and less deaths. Everyone understands that you have to be 21 or older in most states to drink alcoholic beverages. The big adavntage out of this is, if older people were to get drunk, they would be forced to call a cab, or even walk home. Their not putting noone else's life in danger, and this would lower the crashes and death fatalities per year.

As as many cars that there is in the world, all the use of them would probably pollute the world. Paris enforce a partial driving ban to clear the air of the global city after days of the near-record pollution.

Limiting car usage gives you the oppritunity to be with your family and friends and spend more time with them then you normally would having a car. You can walk and talk with them on the way to work, you can stop by the park and have some fun on your way to the grocery store. The best part about this is, you dont have to worry about the roads being busy. You ca walk, run, hike, and bike without having to hear the noisy streets, the honking, the screeching, etc.

What's the point in having a car that your just going to be wasting money on, when running, walking or riding a bike is free and even cheaper and safer than driving a car. What are you gonna do when your car breaks down? Are you gonna keep spending your money on when it keeps breaking? Why do that when you have two perfectly good and healthy legs and you can run or walk somewhere?

Just take a moment to think about the fines every single person breathing in the world has received? Alot of money wasted on something idiotic huh? just imagine if every state, continents, islands, and places we dont know about all stopped using cars, or even just limited the car usage. We'd be saving a whole ton of money, we'd basically all be middle classes.

This whole situation is a win-win, You get to be with your family 24/7, Running, walking, biking, hiking etc. is all an amazing way to keep people healthy. People dont have to worry about drunk drivers, or car crashes, or car fatalities. People can finally stop spending their hard earned money that they're just going keep spending and wasting on gasoline or to fix your car when its having problems and it breaks. Families can save the money that they would normally be spending on gasoline and start saving for a trip to take their family on to spend more time with them, or to take a trip for yourself.

There are plently more reasons and outstanding advantages that limiting car usage gives you, but these are some of the very best! Just remember, The only good advantages a car can give you is getting you somewhere faster, and keeping you comfortable and safe. But they are also the most danagerous, and expensive things out there. They can take your life or someone elses in an instant, and they can put you in debt quicker than you know! Limitng car usage is for you!    ",4
01b9b63,"I think its wrong to use the Facial Action Coding System on students in their classroom. One of the reason i think this way is becuase teachers should not have to use a machine is read their students emotions by simple just asking a student on how he or she feels can get the same results. Another reason is the money for a machine like this is very costy, and not every school could afford a machine like this. Also the machine is and invination of privites and some students might not want their emotions read

Most students are under stress by school work and the could easly be read by anyone and it would be a waste of the schools money to read the emotion of a student. Also the student could be sad, angery, or happy about something totally differant from school work, and that means it could throw the machine off.

I think the Facial Action Coding System should not be used in schools and never should be. Machines should never be able to read emotions.",2
01bb061,"There are many advantages of limiting car usage . There are 3 important sources that tell us why people should limit car usage . Source 1 : In german suburb , life goes on without cars. Source 2 : Paris bans driving due to smog . Source 3 : Car - free day is spinning into a big hit in Bogota. Last but not least ,Source 4 : The end of car culture .

To begin with , In sources 1 & 2 you can tie in the two sources to conclude that limiting car usage is going on in Germany and Paris. Most people walk , ride bikes, or catch the train. Car ownership is allowed but there are only 2 places to put them in large garages at the edge of the development , where a car - owner buys a space for 40,000 along with a home ( 1 : In german suburb , life goes on without cars para 2 ). Paris decided to ban driving to clear the air of global cities. ( Source 2 : Paris bans driving due to smog para 10 ). Diesel was blamed , since France has a tax policy that favors diesel over gasoline .

As well in sources 3 & 4 Car - free day is spinning into a big hit in Bogota and cars have come to an end with culture. They feel as though when people ride bikes , and trains it can prevent car jams. ( Source 3 : Car - free day is spinning into a big hit in Bogota para 20 ).The goal was to promote alternative transportation and reduce smog. In ( Source 3 : Car - free day is spinning into a big hit in Bogota para 35 ). shows that for example van services can share services to have less cars and less gasoline . They also have a bike sharing company that you can share bikes and dont even need to use a vehicle.

In Conclusion , There are advantages in limiting the use of cars. With 3 helpful Sources

Source 1 : In german suburb , life goes on without cars. Source 2 : Paris bans driving due to smog . Source 3 : Car - free day is spinning into a big hit in Bogota. Last but not least ,Source 4 : The end of car culture prove the advanges of limiting cars.    ",1
01bb07c,"Dear State Senator,

After conducting studies on the American voting system ,I noticed many flaws. Deciding on presidency is one of the most vital processes in any countrie,so it should be addresed properly. the fact that voters vote not for president ,but they vote for slate of electors,the electors can be anyone not holding public office,and the fact that 17 states were never visited during 2000 only focusing on swing states  are just some facts we must look at when deciding a nations fate.

The fact that voters dont vote for president ,but they are actually voting for electors is should be looked into because the people are not  voting for president .The are voting for people to vote for president .which throughly explains the idea that the majority oppinion of the nation is invaluable to the goverment and our society  .This system is not fair .Nor is this system equal. and nor should this system continue to destroy our beloved countrie .

The electors can be anyone not holding public office .This is one of the most gruesome facts about this topic .Bestowing any dreg of society the honor of being an elector is NOT a good idea .This means when one of us votes for an elector trusting him with the fate of the nation. He could mislead us and vote for any canidate making the whole voting system corrupt and misleading.

17 states were unvisited by canidates in 2000. which leads U.S citezens  to ask questions like:Is our oppinion valuable or even considerd valid ? Do the leaders want to run for the benefit of this countrie or do they want POWER?Do our votes even matter or make a diffrence ?Should we just give up on the corrupt system we must live under today?

Thinking about the subject from the prepective of our founding fathers .They would NEVER want a voting system like ours today were people's oppinions dont matter,With often and misleading corrupt electors  not letting the majority rule .This system should be put to an end ,So our countrie can live free again.                                                                    ",4
01bb2f3,"Are driverless cars safe? Cars have been around for many decades and more to come. Cars are used in peoples everyday life. Cars are developing in many ways. I think driverless cars are not developed because; it's not completely driverless,It's challenging, and the car isn't advance.

Frist, driverless cars are not completely driverless. In the text it says,''this means the human driver must remain alert and be ready to take over when the situation requires.'' If the car isn't completely driverless there is no point on getting a car like this. This car can only handle driving functions up to 25mph. This mean the driver needs to keep hold of the wheels.

Secondly, the driverless car is challenging. It means it's hard to drive. Driverless cars are dangerous. It's not even driverless completely. This type of technology is sometime too advance for people. In the text it says, ''drivers have to steer,accelerate, and brake themselves.'' The driver is doing all the work.

Lastly, the driverless car isn't that advanced. In the text it say,''none of the cars developed so far are completely driverless.'' This car tells you bthe simplest thing. In the text it says,'' it notify the driver when there's a work zone and accident.'' This car isn't really that helpful.

The driverless car isn't developed. You still should have a hand of the wheel. This is not yet completely driverless. This car tells you the simplest thing and not advanced. Why would anyone want a car that just tells you the simplest things that you can tell form just looking up at the road.",2
01bd69c,"In the article ""Making Mona Lisa Smile"", the technology that the author describes called Facial Action Coding System, that lets you make up and show human emotions in pictures.

I am for this new use of technology, Only because when taking a picture in the old times alot of people really didn't smile they just looked at the artist, while the artist painted them. I feel as though this is a good thing, not because it creates emotion in the picture, it gives the person looking more understanding of how maybe the person in the picture is feeling. I find it very cool that they can use a 3D scale model of the face and maintiain the muscles in the face that move just like our muscles in or face move today. ""The facial expression for each emotion are universal, even though individuals often show varying degrees of expression.""

Also I find it cool how the famous painter ""Da VInci could study human anatomy enoough to help him pain the facial muscles precisely enough to convey specific emotions"" When I look at the new Mona Lisa painting I do smile and think that maybe she was happy to have taken this picture, I mean we'll never know what she really felt in the painting. All we know is what we see today and thats her smiling.

So in conlcusion I do agree and am for the Facial Coding Symstem all the way. It makes the paintings and pictures look nice, and have more emotion. So im all for it.",3
01c1169,"Anyone and everyone has emotions. There are many different ways a person can feel and how they could express those feelings. But now, there's actually a way a person can ""calculate"" someone else's emotions. Prof. Thomas Huang, in collaboration with Prof. Nicu Sebe, are now developing ways for humans to communicate with computers. To be more exact, they're looking for students to try out this new software. There are many reasons why they should try out this new and exciting innovation in technology.

The most important reason why they should use this software in schools is to see how the student is feeling at school. School is a very interesting and complex place. It can effect students in many different ways for the good or the bad. That is why this software is so important. In paragraph 6, it states, ""A classroom computer could recognize when a student is becoming confused or bored."" As we all know, school can be very boring. This very reason is why an abundance of students aren't doing good in there classes. Administrators could use this information about the students to adjust there learning programs to make the lessons more interesting for the students. The computer can even go beyond classroom problems to mental health issues. School shootings have been a major problem recently and if a computer can detect a student's unhappiness, the school could stop the problem before it even happens.

All in all, this new computer software could help boost student's grades, make learning more interesting, and could even help save lives. ",3
01c3e09,"Venus or also called the evening star is one of the brightest of light in the night, Venus is the second planet from our sun, is simple to see safety in a point of the earth, but has proved a bigger challenge to examine more closely but also can be worthy. Venus is one of the closet planet to the Earth in terms of density and size but the orbits with the sun of the both planets are completly different, the missions that the spacecraft do not survive, is more challeging with the clouds of highly corrosive sulfuric acid in Venus atmosphere, on the surface of the planet can arrive temperatures of eight houndred degrees Fahrenheit, but also they have many metals and gases that can be good for our in different ways and also the curiosity of the of how can take that resources, the NASA is working in try to study that planet with electronic made of silicon that are tested with chaos of Venu's surface. In conclusion Venus is one of the bigger misterys of innovation, if we can following study them maybe some day we can arrive in that planet and also have the materials that we can use to new technology.",1
01c46fa,"The article called "" Making Mona Lisa Smile"" describes how a new technology called the facial Action Coding System enables computers to identify human emotions. Here you will find an arguement on whether or not the use of technology to read is the emotional expressions of students in a classroom is valuable.

Students using technology is a great way for them to express themselves. Once students understand how there technology works they will began expressing themselves through culture, Litilarcery, and so much more. In the article "" Making Mona Lisa Smile"" it says "" She's 83 percent happy, 9 percent disgusted,6 percent fearful, and 2 percent angry."" This allows some computer software to recognize emotions.

Facial expressions are a very important detail in every individuals life. Reading someones facial expression can tell you what you need to do next. For example in paragragh 4 it says "" The facial expressions for each emotion are universal,"" observes Dr. Huang, "" even though individuals oftem show varying degrees of expression"" (like not smiling as broadly)."" So when your friends mad and doesnt want you near her or shes just confused, now you'll know your next step.

Emotions are not just expressions on ones face but body movement as well. Body Language plays an important roll in facial expressions. In paragragh 3 it tells us ""Eckman has classified six basic-emotion shappiness, surprise, anger, disgust, fear, and sadness- and then associated each with characteristic movents of the facial muscles."" For example when your angery your orbicularis oris which is the place around your mouth, it tightens your lips up to show your emotion.

The use of technology to read emotional expressions are very important. It not only tells us our emotions but our body language as well. This allows us to tell what another person is feeling rather than ask them.",3
01c5073,"My views on technology being used to read students emotional expressions is, that I am against this idea in certain cases. I feel like this could go agaisnt someones privacy and the way others can view them in certain different ways they did before. I don't believe that people should use technology to figure out if someone is feeling sad, happy, angry, confused etc.. because it is there privacy and not for anyone else to know unless you tell them so.

Another reason I can give is that the technology is almsot pointless when we can do this ourselves, they say it themselves ""For instance, you can probably tell how a friend is feeling by the simple look on their face"" The technology isnt needed when we can do this with our very own two eyes, The point of the techhnology is to give an accurate hypothosis of how we are feeling when we can give that just by talking to someone. There has been times where I've been texting people and know what there emotions is like just by texting them, when we get to know someone well enough we can sense if something is bothering them. This technology on the other hand takes that part of building a relationship with someone to a lower level, you would already know their emotions even in the classroom.

The last example I have is the fact that people can fake there emotons and people do it all the time. It is a tendency and human nature to put on a mask to hide if we are sad or hurt by something because at times we dont wanna hurt people. We could hide the way we feel all we want, because the computer doesnt know whats on the inside, it knows whats on the outside, which in another example in the first sentence saying ""She's 83 percent happy, 9 percent disgusted, 6 percent fearful, and 2 percent angry"" That is an example of the Leonardo Da Vinvi's ""Mona lise"" the question I have is how do we know thats how she actually feels? He doing a portait not telling her to show how she really feels while he paints. What I am getting at is, it is easy to put on a mask when everything does feel okay.

In conclusion, I don't think this technology is a bad idea, but I feel like it is not needed when we can figure it out just as much the computer can, just maybe not as on point so to speak, but it is someones privacy and not anyones elses unless the person chooses to say.",3
01c5750,"Our curosity leads us to many things despite the dangers, Every human on earth are curious, about something. Curosity can lead us to danger or it can lead us into something big.

The author claims well enough to make you think, if studing venus is worth doing. Despite the dangers isn't it better to try then not have tried at all, progress is still progress. Someone or some, but a lot are curious, it is what makes us human, thinking of doing or having the challenge in us. Wouldn't it be amazing to to discover what Venus has in store? Venus could have things that we never thought of could exist, this makes the progress worth knowing. This made me feel curious of knowing more about it, One day knowing what scientist have discovered in planet Venus could be something amazing.

The danger that comes along with worth studing venus seems better not to try to move on with our lifes and stop trying to explore venus. But has that stopped people doing amazing things despite the danger it comes along with it? People have climbled all the way to the top of

Mount Everest being the biggest mountain on earth, coming along with danger with involving death or getting your hand or leg getting cut off because of the low temperatures. People going through the heardest things in life but later on succeding even when getting discriminated or getting yourself killed. But then you are known to being the most inflentual person on earth. All those things turned out to be amazing things, that know matter the consequences or danger it's better to try then not haved tried. There is something that will come along the way to get there. In evidence "" Another project is looking back to an old technonolgy called mechanical computers. These devices were first envisioned in the 1800's and played an important role in the 1940s during world war II . The thought of somputers existing in those days may sound shocking, but these devices make calculations by using gears annd levers and do not require electronics at all. Modern computers are enormosly powerful, flexible, and quick, but tend to be more delicate when it comes to extreme physical conditions. Just imagine exposing a cell phone or tablet to acid or heat capable of melting tin. By comparison, systems that use mechanical parts can be made more resistant to pressure, heat and other forces."" So that's a step to trying to get to know more about it. Anything is possible if you put your mind to it.

Even though we been on earth for a thousands of years, But we are just getting to know or discover more things even out of our planet earth. Curosity is always on are minds for an example how many candies do you think are in that jar? or how did you make that object fit when it seems impossible to make it fit, and many more that makes us wanting to know more. "" Astronomers are facianted by Venus because it may well once have been most Earth- like planet on are solar system.

Long ago, Venus was probably covered largely with oceans and could have supported various forms of life, just like earth. Today, Venus still has some features such as valleys, mountains, and craters. "" Wouldn't that be amazing to know how close or different Plant Venus could be to are planet earth. Only trying will get us to are answers.       ",3
